"linux_version","arch_abi","number","name","linux_entry","design_section","owner","implementation_plan","validation_focus","delivery_class","source"
"v6.12","x86-64 LP64 (common)","157","prctl","sys_prctl","33","PolicyDomain / Program / Keyring","按子命令执行策略、程序、通知或密钥对象；所有访问与 fast gate 保留策略点","程序验证、策略实际生效、通知竞争、撤销/过期","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","158","arch_prctl","sys_arch_prctl","30","Pager / GuestArchState","受管理页、权限、缺页队列、NUMA/锁页/swap 与架构状态实现语义","各子命令、fault/映射竞争、charge、权限和上下文","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","159","adjtimex","sys_adjtimex","25","Clock / Timer","统一客体时钟域与 CPU 计时，维护 timer/deadline/校时和通知","clock ID、休眠/校时、overrun、CPU timer、超时竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","160","setrlimit","sys_setrlimit","27","Cgroup / ResourceController","按 Task 和对象预算检查、分配及累计真实客体资源状态","软硬限额、超限、回收、层级统计和退出","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","161","chroot","sys_chroot","15","Namespace / Task refs","按共享及凭据约束新建、分叉或切换 namespace 引用","组合 flags、权限、fork 继承、旧对象存续","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","162","sync","sys_sync","16","FileObject / PageCache","统一文件内容、映射和缓存代次；flush/truncate/copy 通过请求执行器及文件事务完成","内容/映射一致、空洞、短传输、崩溃与持久性","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","163","acct","sys_acct","34","Log / Accounting","生成带客体身份与时钟的内核日志/退出计费事件","队列、权限、读取/清除、持久化和退出","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","164","settimeofday","sys_settimeofday","25","Clock / Timer","统一客体时钟域与 CPU 计时，维护 timer/deadline/校时和通知","clock ID、休眠/校时、overrun、CPU timer、超时竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","165","mount","sys_mount","32","Mount / FsContextBuilder","构建和提交真实客体 mount 拓扑；新 API 的 detached 对象、属性和传播原子发布","root/传播、未提交 fd、mount 属性、失败回滚","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","166","umount2","sys_umount","32","Mount / FsContextBuilder","构建和提交真实客体 mount 拓扑；新 API 的 detached 对象、属性和传播原子发布","root/传播、未提交 fd、mount 属性、失败回滚","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","167","swapon","sys_swapon","30","Pager / GuestArchState","受管理页、权限、缺页队列、NUMA/锁页/swap 与架构状态实现语义","各子命令、fault/映射竞争、charge、权限和上下文","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","168","swapoff","sys_swapoff","30","Pager / GuestArchState","受管理页、权限、缺页队列、NUMA/锁页/swap 与架构状态实现语义","各子命令、fault/映射竞争、charge、权限和上下文","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","169","reboot","sys_reboot","35","Environment / DeviceManager / UTS","真实虚拟系统与设备对象；端口权限只作用于虚拟总线","环境管理、设备访问、UTS 继承与 host 权限边界","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","170","sethostname","sys_sethostname","35","Environment / DeviceManager / UTS","真实虚拟系统与设备对象；端口权限只作用于虚拟总线","环境管理、设备访问、UTS 继承与 host 权限边界","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","171","setdomainname","sys_setdomainname","35","Environment / DeviceManager / UTS","真实虚拟系统与设备对象；端口权限只作用于虚拟总线","环境管理、设备访问、UTS 继承与 host 权限边界","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","172","iopl","sys_iopl","35","Environment / DeviceManager / UTS","真实虚拟系统与设备对象；端口权限只作用于虚拟总线","环境管理、设备访问、UTS 继承与 host 权限边界","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","173","ioperm","sys_ioperm","35","Environment / DeviceManager / UTS","真实虚拟系统与设备对象；端口权限只作用于虚拟总线","环境管理、设备访问、UTS 继承与 host 权限边界","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","174","create_module","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","175","init_module","sys_init_module","35","ModuleManager / System backend","所需功能由用户态 provider 实现；任意原生 .ko/替换 Linux 内核需要独立完整内核执行后端，不能标作本架构已解决","匹配 provider 的功能与生命周期；原生内核要求单独验证并保留约束","原生内核能力边界；不能宣称本架构已完成","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","176","delete_module","sys_delete_module","35","ModuleManager / System backend","所需功能由用户态 provider 实现；任意原生 .ko/替换 Linux 内核需要独立完整内核执行后端，不能标作本架构已解决","匹配 provider 的功能与生命周期；原生内核要求单独验证并保留约束","原生内核能力边界；不能宣称本架构已完成","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","177","get_kernel_syms","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","178","query_module","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","179","quotactl","sys_quotactl","32","FileExtension / Device / Mount","按对象执行文件命令；extent/文件身份/配额/设备分发不依赖宿主同名 ioctl","子命令布局、权限、文件身份代次、extent 与实际设备行为","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","180","nfsservctl","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","181","getpmsg","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","182","putpmsg","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","183","afs_syscall","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","184","tuxcall","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","185","security","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","186","gettid","sys_gettid","10","Init Process / Task registry","维护逻辑身份、父子/会话/组关系与退出记录；wait/pidfd 观察稳定对象","收养、wait 选项、退出/停止、PID 重用、pidfd","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","187","readahead","sys_readahead","16","FileObject / PageCache","统一文件内容、映射和缓存代次；flush/truncate/copy 通过请求执行器及文件事务完成","内容/映射一致、空洞、短传输、崩溃与持久性","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","188","setxattr","sys_setxattr","32","Inode metadata / Policy","保存与执行 xattr 的真实含义，权限/LSM/capability/verity 效果接入操作入口","size/list、REPLACE/CREATE、权限、exec 属性、删除","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","189","lsetxattr","sys_lsetxattr","32","Inode metadata / Policy","保存与执行 xattr 的真实含义，权限/LSM/capability/verity 效果接入操作入口","size/list、REPLACE/CREATE、权限、exec 属性、删除","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","190","fsetxattr","sys_fsetxattr","32","Inode metadata / Policy","保存与执行 xattr 的真实含义，权限/LSM/capability/verity 效果接入操作入口","size/list、REPLACE/CREATE、权限、exec 属性、删除","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","191","getxattr","sys_getxattr","32","Inode metadata / Policy","保存与执行 xattr 的真实含义，权限/LSM/capability/verity 效果接入操作入口","size/list、REPLACE/CREATE、权限、exec 属性、删除","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","192","lgetxattr","sys_lgetxattr","32","Inode metadata / Policy","保存与执行 xattr 的真实含义，权限/LSM/capability/verity 效果接入操作入口","size/list、REPLACE/CREATE、权限、exec 属性、删除","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","193","fgetxattr","sys_fgetxattr","32","Inode metadata / Policy","保存与执行 xattr 的真实含义，权限/LSM/capability/verity 效果接入操作入口","size/list、REPLACE/CREATE、权限、exec 属性、删除","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","194","listxattr","sys_listxattr","32","Inode metadata / Policy","保存与执行 xattr 的真实含义，权限/LSM/capability/verity 效果接入操作入口","size/list、REPLACE/CREATE、权限、exec 属性、删除","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","195","llistxattr","sys_llistxattr","32","Inode metadata / Policy","保存与执行 xattr 的真实含义，权限/LSM/capability/verity 效果接入操作入口","size/list、REPLACE/CREATE、权限、exec 属性、删除","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","196","flistxattr","sys_flistxattr","32","Inode metadata / Policy","保存与执行 xattr 的真实含义，权限/LSM/capability/verity 效果接入操作入口","size/list、REPLACE/CREATE、权限、exec 属性、删除","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","197","removexattr","sys_removexattr","32","Inode metadata / Policy","保存与执行 xattr 的真实含义，权限/LSM/capability/verity 效果接入操作入口","size/list、REPLACE/CREATE、权限、exec 属性、删除","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","198","lremovexattr","sys_lremovexattr","32","Inode metadata / Policy","保存与执行 xattr 的真实含义，权限/LSM/capability/verity 效果接入操作入口","size/list、REPLACE/CREATE、权限、exec 属性、删除","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","199","fremovexattr","sys_fremovexattr","32","Inode metadata / Policy","保存与执行 xattr 的真实含义，权限/LSM/capability/verity 效果接入操作入口","size/list、REPLACE/CREATE、权限、exec 属性、删除","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","200","tkill","sys_tkill","24","Signal / Task / IoRequest","信号队列、mask、frame、停止与 restart block 按逻辑 Task 执行","RT 排队、altstack、sigreturn、短 I/O、ptrace 及 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","201","time","sys_time","25","Clock / Timer","统一客体时钟域与 CPU 计时，维护 timer/deadline/校时和通知","clock ID、休眠/校时、overrun、CPU timer、超时竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","202","futex","sys_futex","23","FutexTable / PiState / Task","有序 bucket、WaitGroup、robust 退出和 PI 依赖链执行所有目标操作","wait/wake/requeue/waitv、PI/owner death、超时、共享转换","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","203","sched_setaffinity","sys_sched_setaffinity","29","TaskScheduler / Rseq","运行资格、优先级/预算/CPU 集合与 rseq 临界区管理","FIFO/RR/DEADLINE、PI、亲和性、rseq 抢占和信号","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","204","sched_getaffinity","sys_sched_getaffinity","29","TaskScheduler / Rseq","运行资格、优先级/预算/CPU 集合与 rseq 临界区管理","FIFO/RR/DEADLINE、PI、亲和性、rseq 抢占和信号","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","205","set_thread_area","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","206","io_setup","sys_io_setup","18","AioContext / RingObject","统一请求执行器实现异步 ABI，Windows IoRing 只加速匹配子集","opcode/flags/register、link/cancel/multishot、共享和 completion","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","207","io_destroy","sys_io_destroy","18","AioContext / RingObject","统一请求执行器实现异步 ABI，Windows IoRing 只加速匹配子集","opcode/flags/register、link/cancel/multishot、共享和 completion","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","208","io_getevents","sys_io_getevents","18","AioContext / RingObject","统一请求执行器实现异步 ABI，Windows IoRing 只加速匹配子集","opcode/flags/register、link/cancel/multishot、共享和 completion","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","209","io_submit","sys_io_submit","18","AioContext / RingObject","统一请求执行器实现异步 ABI，Windows IoRing 只加速匹配子集","opcode/flags/register、link/cancel/multishot、共享和 completion","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","210","io_cancel","sys_io_cancel","18","AioContext / RingObject","统一请求执行器实现异步 ABI，Windows IoRing 只加速匹配子集","opcode/flags/register、link/cancel/multishot、共享和 completion","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","211","get_thread_area","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","212","lookup_dcookie","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","213","epoll_create","sys_epoll_create","19","ReadySource / Epoll","组合稳定就绪对象和 signal mask 等待；原生机制不可用时使用事件后端","ET/ONESHOT、fd 重用、mask 切换与丢失唤醒","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","214","epoll_ctl_old","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","215","epoll_wait_old","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","216","remap_file_pages","sys_remap_file_pages","12","AddressSpace / Pager","VMA 事务与固定地址后端，跨 worker mm 使用成员屏障发布布局","拆分/合并、MAP_FIXED、共享、回滚和异步写入","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","217","getdents64","sys_getdents64","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","218","set_tid_address","sys_set_tid_address","23","FutexTable / PiState / Task","有序 bucket、WaitGroup、robust 退出和 PI 依赖链执行所有目标操作","wait/wake/requeue/waitv、PI/owner death、超时、共享转换","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","219","restart_syscall","sys_restart_syscall","24","Signal / Task / IoRequest","信号队列、mask、frame、停止与 restart block 按逻辑 Task 执行","RT 排队、altstack、sigreturn、短 I/O、ptrace 及 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","220","semtimedop","sys_semtimedop","31","IpcNamespace / IpcObject","SysV 集合/消息/shm、SEM_UNDO 和 POSIX MQ 的事务队列及共享 backing","数组原子性、undo、删除、消息选择、通知与额度","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","221","fadvise64","sys_fadvise64","16","FileObject / PageCache","统一文件内容、映射和缓存代次；flush/truncate/copy 通过请求执行器及文件事务完成","内容/映射一致、空洞、短传输、崩溃与持久性","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","222","timer_create","sys_timer_create","25","Clock / Timer","统一客体时钟域与 CPU 计时，维护 timer/deadline/校时和通知","clock ID、休眠/校时、overrun、CPU timer、超时竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","223","timer_settime","sys_timer_settime","25","Clock / Timer","统一客体时钟域与 CPU 计时，维护 timer/deadline/校时和通知","clock ID、休眠/校时、overrun、CPU timer、超时竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","224","timer_gettime","sys_timer_gettime","25","Clock / Timer","统一客体时钟域与 CPU 计时，维护 timer/deadline/校时和通知","clock ID、休眠/校时、overrun、CPU timer、超时竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","225","timer_getoverrun","sys_timer_getoverrun","25","Clock / Timer","统一客体时钟域与 CPU 计时，维护 timer/deadline/校时和通知","clock ID、休眠/校时、overrun、CPU timer、超时竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","226","timer_delete","sys_timer_delete","25","Clock / Timer","统一客体时钟域与 CPU 计时，维护 timer/deadline/校时和通知","clock ID、休眠/校时、overrun、CPU timer、超时竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","227","clock_settime","sys_clock_settime","25","Clock / Timer","统一客体时钟域与 CPU 计时，维护 timer/deadline/校时和通知","clock ID、休眠/校时、overrun、CPU timer、超时竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","228","clock_gettime","sys_clock_gettime","25","Clock / Timer","统一客体时钟域与 CPU 计时，维护 timer/deadline/校时和通知","clock ID、休眠/校时、overrun、CPU timer、超时竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","229","clock_getres","sys_clock_getres","25","Clock / Timer","统一客体时钟域与 CPU 计时，维护 timer/deadline/校时和通知","clock ID、休眠/校时、overrun、CPU timer、超时竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","230","clock_nanosleep","sys_clock_nanosleep","25","Clock / Timer","统一客体时钟域与 CPU 计时，维护 timer/deadline/校时和通知","clock ID、休眠/校时、overrun、CPU timer、超时竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","231","exit_group","sys_exit_group","10","Init Process / Task registry","维护逻辑身份、父子/会话/组关系与退出记录；wait/pidfd 观察稳定对象","收养、wait 选项、退出/停止、PID 重用、pidfd","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","232","epoll_wait","sys_epoll_wait","19","ReadySource / Epoll","组合稳定就绪对象和 signal mask 等待；原生机制不可用时使用事件后端","ET/ONESHOT、fd 重用、mask 切换与丢失唤醒","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","233","epoll_ctl","sys_epoll_ctl","19","ReadySource / Epoll","组合稳定就绪对象和 signal mask 等待；原生机制不可用时使用事件后端","ET/ONESHOT、fd 重用、mask 切换与丢失唤醒","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","234","tgkill","sys_tgkill","24","Signal / Task / IoRequest","信号队列、mask、frame、停止与 restart block 按逻辑 Task 执行","RT 排队、altstack、sigreturn、短 I/O、ptrace 及 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
